0 0 0 0 0 0
0 0 0 0 0 0
5.65386e-14 6.71987e-15 2.71406e-14 6.88011e-22 8.17733e-23 3.30271e-22
3.55207e-14 -3.70054e-14 -5.13456e-14 1.12026e-21 -3.6854e-22 -2.94547e-22
5.03626e-13 6.43608e-14 -2.61994e-14 7.24882e-21 4.14658e-22 -6.13364e-22
1.53442e-12 -9.82119e-14 -5.58421e-14 2.5921e-20 -7.8047e-22 -1.2929e-21
1.3638e-12 9.46878e-13 -2.43013e-12 4.25169e-20 1.0742e-20 -3.08649e-20
8.56931e-13 2.84157e-12 -6.45954e-13 5.29448e-20 4.53207e-20 -3.87254e-20
2.55659e-12 3.99231e-12 -3.45848e-12 8.40556e-20 9.39027e-20 -8.08112e-20
9.03756e-12 3.1402e-12 -4.76089e-12 1.94033e-19 1.32115e-19 -1.38746e-19
1.12405e-11 3.30894e-12 -9.22578e-14 3.30817e-19 1.72382e-19 -1.39869e-19
4.65121e-12 5.02285e-12 5.57595e-12 3.87417e-19 2.33504e-19 -7.20156e-20
-2.18671e-11 -3.09252e-12 -5.59473e-12 1.21319e-19 1.95871e-19 -1.40097e-19
-2.77055e-11 -6.4404e-12 -1.10073e-11 -2.15825e-19 1.17499e-19 -2.74043e-19
-1.94943e-11 3.45541e-12 -1.32029e-12 -4.53049e-19 1.59547e-19 -2.9011e-19
-2.62613e-11 -1.83307e-11 -7.29016e-13 -7.72619e-19 -6.35167e-20 -2.98981e-19
6.4745e-12 -2.48042e-11 1.89244e-11 -6.93832e-19 -3.65356e-19 -6.86924e-20
2.45858e-11 -8.45809e-12 1.92671e-11 -3.94651e-19 -4.68281e-19 1.65767e-19
8.73339e-12 3.46181e-12 6.54163e-12 -2.88376e-19 -4.26155e-19 2.45371e-19
2.68434e-11 4.42328e-12 -1.12421e-11 3.82779e-20 -3.72329e-19 1.08567e-19
2.71934e-11 2.17361e-11 -3.79607e-11 3.6919e-19 -1.07825e-19 -3.53372e-19
8.61252e-12 2.46897e-11 -5.36698e-11 4.73995e-19 1.92622e-19 -1.00647e-18
-3.99039e-11 4.81081e-11 -4.50508e-11 -1.15906e-20 7.78043e-19 -1.55469e-18
-8.25207e-11 3.46053e-11 3.32202e-12 -1.01577e-18 1.19915e-18 -1.51427e-18
9.69815e-12 7.24346e-11 6.56921e-11 -8.97759e-19 2.0806e-18 -7.14867e-19
1.09845e-10 7.30562e-11 5.77734e-11 4.38936e-19 2.96961e-18 -1.18299e-20
8.33888e-11 1.12731e-10 3.88212e-11 1.45368e-18 4.34142e-18 4.6058e-19
-1.23125e-10 3.3182e-11 -7.07642e-11 -4.46105e-20 4.74521e-18 -4.00541e-19
-1.4797e-10 -5.96294e-11 -4.41565e-11 -1.84523e-18 4.01958e-18 -9.37875e-19
-2.7994e-10 1.96794e-11 -8.34035e-11 -5.25178e-18 4.25906e-18 -1.9528e-18
-3.91631e-10 8.13877e-12 -1.65626e-10 -1.00175e-17 4.3581e-18 -3.96828e-18
1.1378e-10 1.34626e-10 -6.00741e-11 -8.63292e-18 5.99635e-18 -4.69931e-18
3.76772e-10 5.72222e-11 9.20233e-11 -4.04803e-18 6.69267e-18 -3.57949e-18
2.53437e-10 -1.23384e-10 7.56113e-11 -9.63996e-19 5.19123e-18 -2.65939e-18
-1.3317e-10 -2.2805e-10 -5.94923e-11 -2.58452e-18 2.41611e-18 -3.38334e-18
-4.18165e-10 -9.3556e-11 -2.45732e-10 -7.67311e-18 1.27764e-18 -6.37363e-18
-1.18225e-10 1.27744e-10 -2.89699e-10 -9.11178e-18 2.83215e-18 -9.89893e-18
5.05139e-10 2.33259e-10 -1.36707e-10 -2.9648e-18 5.67064e-18 -1.15625e-17
2.69525e-10 2.07979e-10 8.95001e-11 3.15022e-19 8.20152e-18 -1.04734e-17
7.39764e-12 5.15863e-10 -4.01307e-11 4.05043e-19 1.4479e-17 -1.09617e-17
1.94879e-10 7.12333e-10 1.93375e-10 2.7765e-18 2.31473e-17 -8.60858e-18
-5.26432e-11 2.60978e-10 5.70554e-11 2.13589e-18 2.63231e-17 -7.91428e-18
-6.65029e-10 -2.22506e-10 1.85881e-10 -5.95676e-18 2.36154e-17 -5.65232e-18
-1.00606e-09 -5.74104e-10 -2.82008e-11 -1.81994e-17 1.66292e-17 -5.99549e-18
-6.41291e-10 -4.01959e-10 -3.29411e-10 -2.60032e-17 1.17378e-17 -1.0004e-17
-1.20225e-09 -1.10405e-09 -1.28785e-09 -4.06332e-17 -1.69717e-18 -2.56757e-17
-5.34392e-10 -3.22268e-10 -4.91732e-10 -4.71362e-17 -5.61881e-18 -3.16595e-17
-1.42663e-09 1.1706e-09 1.17583e-09 -6.44966e-17 8.62606e-18 -1.73509e-17
-7.10435e-10 8.48502e-10 1.45052e-09 -7.31418e-17 1.89514e-17 3.0021e-19
-1.13621e-09 7.69107e-13 -6.31696e-10 -8.69682e-17 1.89607e-17 -7.38681e-18
-5.00041e-10 -1.05977e-10 -1.96109e-09 -9.30532e-17 1.76711e-17 -3.12511e-17
1.34565e-09 3.18071e-10 -1.10428e-09 -7.66781e-17 2.15417e-17 -4.4689e-17
2.9976e-09 1.10482e-09 2.7014e-10 -4.02007e-17 3.49862e-17 -4.14017e-17
2.73721e-09 5.68477e-10 6.02355e-10 -6.89189e-18 4.19039e-17 -3.40717e-17
6.83041e-10 3.09002e-10 -3.7145e-10 1.41995e-18 4.56641e-17 -3.85918e-17
-1.62915e-09 4.3217e-10 -3.30904e-10 -1.8405e-17 5.09231e-17 -4.26185e-17
-2.08542e-09 8.48693e-10 2.13924e-10 -4.37823e-17 6.12508e-17 -4.00153e-17
-7.67574e-10 -2.10764e-10 2.2891e-10 -5.31228e-17 5.8686e-17 -3.72298e-17
6.12075e-10 -2.22357e-09 -3.63121e-10 -4.56745e-17 3.16277e-17 -4.16485e-17
5.00906e-10 -3.01592e-09 -7.77232e-10 -3.9579e-17 -5.07259e-18 -5.11066e-17
-1.87587e-09 -2.11579e-09 -1.38102e-09 -6.24062e-17 -3.08194e-17 -6.79121e-17
-1.95803e-09 5.09401e-10 -1.67224e-09 -8.62333e-17 -2.46205e-17 -8.82613e-17
7.4902e-10 7.5431e-10 -1.64314e-09 -7.71185e-17 -1.54414e-17 -1.08256e-16
3.0737e-09 3.17723e-10 -1.41966e-09 -3.97151e-17 -1.15751e-17 -1.25532e-16
2.67908e-09 -2.05386e-10 -7.24002e-10 -7.11371e-18 -1.40744e-17 -1.34342e-16
-2.59677e-11 -1.01873e-09 -4.92654e-10 -7.42971e-18 -2.64712e-17 -1.40338e-16
-1.95008e-09 1.56029e-10 -6.48878e-10 -3.11599e-17 -2.45725e-17 -1.48234e-16
-1.74563e-09 -4.37031e-10 -1.01026e-09 -5.24023e-17 -2.98906e-17 -1.60527e-16
1.80767e-09 -7.0493e-10 6.91939e-10 -3.04049e-17 -3.84689e-17 -1.52107e-16
4.18145e-09 -7.30034e-10 9.3841e-10 2.04786e-17 -4.73525e-17 -1.40688e-16
5.63454e-09 2.05833e-10 8.96265e-10 8.90446e-17 -4.48478e-17 -1.29781e-16
3.60366e-09 9.40361e-10 -1.08763e-09 1.32897e-16 -3.34047e-17 -1.43017e-16
1.85218e-10 -7.46949e-10 -2.04956e-09 1.35151e-16 -4.24942e-17 -1.67957e-16
-4.06919e-09 -3.54769e-09 -2.19047e-09 8.56335e-17 -8.56656e-17 -1.94613e-16
-4.61234e-09 -5.51368e-09 -6.74737e-10 2.95065e-17 -1.52761e-16 -2.02824e-16
-9.44752e-10 -4.54151e-09 1.30693e-10 1.80099e-17 -2.08026e-16 -2.01233e-16
5.25868e-09 -1.36032e-09 1.03574e-09 8.20021e-17 -2.24579e-16 -1.8863e-16
6.82045e-09 1.05483e-09 1.08971e-10 1.64999e-16 -2.11743e-16 -1.87304e-16
